TOURNAMENT INFORMATION,,,,,,,,,,MATCH INFORMATION,,,,,,,,,,,STATS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATASET,TOURNAMENT ID,TOURNAMENT NAME,TOURNAMENT YEAR,TOURNAMENT START DATE,GENDER,TOURNAMENT SIZE,SURFACE,GROUND,BEST OF,MATCH ID,MATCH DATE,ROUND,MATCH STATUS,PLAYER NUM,PLAYER ID,PLAYER NAME,PLAYER RANK,MONEYLINE US,SET,SET NUMBER,PLAYER WINNER NUM,RESULT,SERVICE GAMES WON,SERVICE GAMES,% OF SERVICE GAMES WON ,RETURN GAMES WON,RETURN GAMES,% OF RETURN GAMES WON ,TOTAL GAMES WON,TOTAL GAMES,% OF TOTAL GAMES WON ,ACES,ACE %,DOUBLE FAULTS,DOUBLE FAULT %,SERVICE POINTS,SERVICE POINTS WON,% OF SERVICE POINTS WON,RETURN POINTS WON,RETURN POINTS,% OF RETURN POINTS WON,TOTAL POINTS WON,TOTAL POINTS,% OF TOTAL POINTS WON,% OF FIRST SERVICES IN,FIRST SERVICE POINTS WON,FIRST SERVICES IN,% OF FIRST SERVICE POINTS WON,SECOND SERVICE POINTS WON,SECOND SERVICES IN,% OF SECOND SERVICE POINTS WON,BREAK POINTS SAVED,BREAK POINTS ALLOWED,% OF BREAK POINTS SAVED,BREAK POINTS WON,BREAK POINTS CREATED,% OF BREAK POINTS WON,FIRST RETURN POINTS WON,FIRST RETURN POINTS,% OF FIRST RETURN POINTS WON,SECOND RETURN POINTS WON,SECOND RETURN POINTS,% OF SECOND RETURN POINTS WON,MAX GAMES WON IN ROW,MAX POINTS WON IN ROW
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-012,12/30/2022,,Finished,1,200414,Michail Pervolarakis,504,,set 1,1,2,LOSE,1,3,0.333,0,4,0.000,1,7,0.143,1,0.050,3,0.150,20,8,0.400,6,23,0.261,14,43,0.326,0.450,4,9,0.444,4,11,0.364,0,2,0.000,0,1,0.000,2,12,0.167,4,11,0.364,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-012,12/30/2022,,Finished,2,200156,Dimitar Kuzmanov,196,,set 1,1,2,WIN,4,4,1.000,2,3,0.667,6,7,0.857,1,0.043,1,0.043,23,17,0.739,12,20,0.600,29,43,0.674,0.522,10,12,0.833,7,11,0.636,1,1,1.000,2,2,1.000,5,9,0.556,7,11,0.636,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-012,12/30/2022,,Finished,1,200414,Michail Pervolarakis,504,,set 2,2,2,LOSE,1,4,0.250,0,3,0.000,1,7,0.143,1,0.036,2,0.071,28,12,0.429,1,13,0.077,13,41,0.317,0.607,10,17,0.588,2,11,0.182,3,6,0.500,0,0,0.000,0,8,0.000,1,5,0.200,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-012,12/30/2022,,Finished,2,200156,Dimitar Kuzmanov,196,,set 2,2,2,WIN,3,3,1.000,3,4,0.750,6,7,0.857,1,0.077,1,0.077,13,12,0.923,16,28,0.571,28,41,0.683,0.615,8,8,1.000,4,5,0.800,0,0,0.000,3,6,0.500,7,17,0.412,9,11,0.818,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-013,12/30/2022,,Finished,1,200092,Stan Wawrinka,148,,set 1,1,1,WIN,5,5,1.000,1,4,0.250,6,9,0.667,4,0.160,0,0.000,25,20,0.800,11,26,0.423,31,51,0.608,0.600,13,15,0.867,7,10,0.700,0,0,0.000,1,4,0.250,5,16,0.312,6,10,0.600,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-013,12/30/2022,,Finished,2,200116,Alexander Bublik,37,,set 1,1,1,LOSE,3,4,0.750,0,5,0.000,3,9,0.333,3,0.115,1,0.038,26,15,0.577,5,25,0.200,20,51,0.392,0.615,11,16,0.688,4,10,0.400,3,4,0.750,0,0,0.000,2,15,0.133,3,10,0.300,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-013,12/30/2022,,Finished,1,200092,Stan Wawrinka,148,,set 2,2,1,WIN,6,6,1.000,0,6,0.000,6,12,0.500,6,0.158,0,0.000,38,28,0.737,7,33,0.212,35,71,0.493,0.500,16,19,0.842,12,19,0.632,0,0,0.000,0,0,0.000,4,26,0.154,3,7,0.429,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-013,12/30/2022,,Finished,2,200116,Alexander Bublik,37,,set 2,2,1,LOSE,6,6,1.000,0,6,0.000,6,12,0.500,4,0.121,1,0.030,33,26,0.788,10,38,0.263,36,71,0.507,0.788,22,26,0.846,4,7,0.571,0,0,0.000,0,0,0.000,3,19,0.158,7,19,0.368,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-014,12/31/2022,,Finished,1,200011,Borna Coric,26,,set 1,1,1,WIN,5,6,0.833,2,6,0.333,7,12,0.583,3,0.075,2,0.050,40,25,0.625,19,42,0.452,44,82,0.537,0.600,19,24,0.792,6,16,0.375,2,3,0.667,2,6,0.333,12,30,0.400,7,12,0.583,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-014,12/31/2022,,Finished,2,200379,Francisco Cerundolo,30,,set 1,1,1,LOSE,4,6,0.667,1,6,0.167,5,12,0.417,0,0.000,1,0.024,42,23,0.548,15,40,0.375,38,82,0.463,0.714,18,30,0.600,5,12,0.417,4,6,0.667,1,3,0.333,5,24,0.208,10,16,0.625,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-014,12/31/2022,,Finished,1,200011,Borna Coric,26,,set 2,2,1,WIN,4,5,0.800,2,5,0.400,6,10,0.600,1,0.024,0,0.000,41,24,0.585,12,28,0.429,36,69,0.522,0.659,18,27,0.667,6,14,0.429,6,7,0.857,2,3,0.667,7,20,0.350,5,8,0.625,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-014,12/31/2022,,Finished,2,200379,Francisco Cerundolo,30,,set 2,2,1,LOSE,3,5,0.600,1,5,0.200,4,10,0.400,2,0.071,0,0.000,28,16,0.571,17,41,0.415,33,69,0.478,0.714,13,20,0.650,3,8,0.375,1,3,0.333,1,7,0.143,9,27,0.333,8,14,0.571,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-015,12/31/2022,,Finished,1,201143,Daniel Michalski,260,,set 1,1,2,LOSE,6,6,1.000,0,6,0.000,6,12,0.500,1,0.017,1,0.017,59,39,0.661,11,45,0.244,50,104,0.481,0.763,31,45,0.689,8,14,0.571,6,6,1.000,0,1,0.000,6,33,0.182,5,12,0.417,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-015,12/31/2022,,Finished,2,200475,Timofey Skatov,142,,set 1,1,2,WIN,6,6,1.000,0,6,0.000,6,12,0.500,1,0.022,1,0.022,45,34,0.756,20,59,0.339,54,104,0.519,0.733,27,33,0.818,7,12,0.583,1,1,1.000,0,6,0.000,14,45,0.311,6,14,0.429,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-015,12/31/2022,,Finished,1,201143,Daniel Michalski,260,,set 2,2,2,LOSE,2,4,0.500,0,4,0.000,2,8,0.250,1,0.029,1,0.029,34,16,0.471,12,33,0.364,28,67,0.418,0.500,10,17,0.588,6,17,0.353,2,4,0.500,0,4,0.000,5,22,0.227,7,11,0.636,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-015,12/31/2022,,Finished,2,200475,Timofey Skatov,142,,set 2,2,2,WIN,4,4,1.000,2,4,0.500,6,8,0.750,2,0.061,0,0.000,33,21,0.636,18,34,0.529,39,67,0.582,0.667,17,22,0.773,4,11,0.364,4,4,1.000,2,4,0.500,7,17,0.412,11,17,0.647,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-016,12/31/2022,,Finished,1,200016,David Goffin,53,,set 1,1,2,LOSE,3,5,0.600,1,5,0.200,4,10,0.400,0,0.000,0,0.000,29,17,0.586,10,29,0.345,27,58,0.466,0.517,9,15,0.600,8,14,0.571,0,2,0.000,1,1,1.000,4,20,0.200,6,9,0.667,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-016,12/31/2022,,Finished,2,200024,Grigor Dimitrov,28,,set 1,1,2,WIN,4,5,0.800,2,5,0.400,6,10,0.600,7,0.241,2,0.069,29,19,0.655,12,29,0.414,31,58,0.534,0.690,16,20,0.800,3,9,0.333,0,1,0.000,2,2,1.000,6,15,0.400,6,14,0.429,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-016,12/31/2022,,Finished,1,200016,David Goffin,53,,set 2,2,2,LOSE,4,6,0.667,1,6,0.167,5,12,0.417,2,0.057,2,0.057,35,21,0.600,15,43,0.349,36,78,0.462,0.514,13,18,0.722,8,17,0.471,3,5,0.600,1,7,0.143,6,28,0.214,9,15,0.600,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-016,12/31/2022,,Finished,2,200024,Grigor Dimitrov,28,,set 2,2,2,WIN,5,6,0.833,2,6,0.333,7,12,0.583,3,0.070,5,0.116,43,28,0.651,14,35,0.400,42,78,0.538,0.651,22,28,0.786,6,15,0.400,6,7,0.857,2,5,0.400,5,18,0.278,9,17,0.529,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-017,12/31/2022,,Finished,1,200432,Felipe Meligeni Alves,166,,set 1,1,1,WIN,4,4,1.000,2,5,0.400,6,9,0.667,4,0.182,0,0.000,22,16,0.727,23,48,0.479,39,70,0.557,0.682,12,15,0.800,4,7,0.571,0,0,0.000,2,4,0.500,8,26,0.308,15,22,0.682,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-017,12/31/2022,,Finished,2,200415,Viktor Durasovic,343,,set 1,1,1,LOSE,3,5,0.600,0,4,0.000,3,9,0.333,6,0.125,4,0.083,48,25,0.521,6,22,0.273,31,70,0.443,0.542,18,26,0.692,7,22,0.318,2,4,0.500,0,0,0.000,3,15,0.200,3,7,0.429,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-017,12/31/2022,,Finished,1,200432,Felipe Meligeni Alves,166,,set 2,2,1,WIN,5,5,1.000,1,4,0.250,6,9,0.667,1,0.027,0,0.000,37,26,0.703,11,25,0.440,37,62,0.597,0.703,19,26,0.731,7,11,0.636,1,1,1.000,1,2,0.500,5,15,0.333,6,10,0.600,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-017,12/31/2022,,Finished,2,200415,Viktor Durasovic,343,,set 2,2,1,LOSE,3,4,0.750,0,5,0.000,3,9,0.333,5,0.200,1,0.040,25,14,0.560,11,37,0.297,25,62,0.403,0.600,10,15,0.667,4,10,0.400,1,2,0.500,0,1,0.000,7,26,0.269,4,11,0.364,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-018,12/31/2022,,Finished,1,200077,Rafael Nadal,2,,set 1,1,1,WIN,5,5,1.000,1,4,0.250,6,9,0.667,3,0.086,1,0.029,35,24,0.686,10,26,0.385,34,61,0.557,0.514,15,18,0.833,9,17,0.529,1,1,1.000,1,2,0.500,5,19,0.263,5,7,0.714,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-018,12/31/2022,,Finished,2,200247,Cameron Norrie,14,,set 1,1,1,LOSE,3,4,0.750,0,5,0.000,3,9,0.333,0,0.000,1,0.038,26,16,0.615,11,35,0.314,27,61,0.443,0.731,14,19,0.737,2,7,0.286,1,2,0.500,0,1,0.000,3,18,0.167,8,17,0.471,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-018,12/31/2022,,Finished,1,200077,Rafael Nadal,2,,set 2,2,2,LOSE,3,4,0.750,0,5,0.000,3,9,0.333,3,0.111,1,0.037,27,17,0.630,7,28,0.250,24,55,0.436,0.667,10,18,0.556,7,9,0.778,6,7,0.857,0,1,0.000,4,20,0.200,3,8,0.375,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-018,12/31/2022,,Finished,2,200247,Cameron Norrie,14,,set 2,2,2,WIN,5,5,1.000,1,4,0.250,6,9,0.667,4,0.143,1,0.036,28,21,0.750,10,27,0.370,31,55,0.564,0.714,16,20,0.800,5,8,0.625,1,1,1.000,1,7,0.143,8,18,0.444,2,9,0.222,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-018,12/31/2022,,Finished,1,200077,Rafael Nadal,2,,set 3,3,2,LOSE,4,5,0.800,0,5,0.000,4,10,0.400,4,0.121,2,0.061,33,20,0.606,11,34,0.324,31,67,0.463,0.576,15,19,0.789,5,14,0.357,2,3,0.667,0,3,0.000,6,18,0.333,5,16,0.312,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-018,12/31/2022,,Finished,2,200247,Cameron Norrie,14,,set 3,3,2,WIN,5,5,1.000,1,5,0.200,6,10,0.600,2,0.059,0,0.000,34,23,0.676,13,33,0.394,36,67,0.537,0.529,12,18,0.667,11,16,0.688,3,3,1.000,1,3,0.333,4,19,0.211,9,14,0.643,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-019,01/01/2023,,Finished,1,200089,Albert Ramos-Vinolas,39,,set 1,1,2,LOSE,3,4,0.750,0,5,0.000,3,9,0.333,2,0.071,0,0.000,28,16,0.571,9,31,0.290,25,59,0.424,0.607,10,17,0.588,6,11,0.545,2,3,0.667,0,1,0.000,2,18,0.111,7,13,0.538,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-019,01/01/2023,,Finished,2,200013,Daniel Evans,27,,set 1,1,2,WIN,5,5,1.000,1,4,0.250,6,9,0.667,1,0.032,1,0.032,31,22,0.710,12,28,0.429,34,59,0.576,0.581,16,18,0.889,6,13,0.462,1,1,1.000,1,3,0.333,7,17,0.412,5,11,0.455,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-019,01/01/2023,,Finished,1,200089,Albert Ramos-Vinolas,39,,set 2,2,1,WIN,4,4,1.000,2,3,0.667,6,7,0.857,1,0.038,2,0.077,26,17,0.654,9,17,0.529,26,43,0.605,0.654,13,17,0.765,4,9,0.444,0,0,0.000,2,3,0.667,4,9,0.444,5,8,0.625,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-019,01/01/2023,,Finished,2,200013,Daniel Evans,27,,set 2,2,1,LOSE,1,3,0.333,0,4,0.000,1,7,0.143,1,0.059,0,0.000,17,8,0.471,9,26,0.346,17,43,0.395,0.529,5,9,0.556,3,8,0.375,1,3,0.333,0,0,0.000,4,17,0.235,5,9,0.556,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-019,01/01/2023,,Finished,1,200089,Albert Ramos-Vinolas,39,,set 3,3,2,LOSE,2,4,0.500,1,5,0.200,3,9,0.333,0,0.000,1,0.036,28,13,0.464,8,25,0.320,21,53,0.396,0.536,9,15,0.600,4,13,0.308,2,4,0.500,1,1,1.000,3,14,0.214,5,11,0.455,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-019,01/01/2023,,Finished,2,200013,Daniel Evans,27,,set 3,3,2,WIN,4,5,0.800,2,4,0.500,6,9,0.667,3,0.120,0,0.000,25,17,0.680,15,28,0.536,32,53,0.604,0.560,11,14,0.786,6,11,0.545,0,1,0.000,2,4,0.500,6,15,0.400,9,13,0.692,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-020,01/01/2023,,Finished,1,200368,Borna Gojo,144,,set 1,1,1,WIN,6,6,1.000,0,6,0.000,6,12,0.500,2,0.051,2,0.051,39,27,0.692,18,50,0.360,45,89,0.506,0.718,22,28,0.786,5,11,0.455,0,0,0.000,0,2,0.000,10,32,0.312,8,18,0.444,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-020,01/01/2023,,Finished,2,200343,Federico Coria,75,,set 1,1,1,LOSE,6,6,1.000,0,6,0.000,6,12,0.500,0,0.000,0,0.000,50,32,0.640,12,39,0.308,44,89,0.494,0.640,22,32,0.688,10,18,0.556,2,2,1.000,0,0,0.000,6,28,0.214,6,11,0.545,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-020,01/01/2023,,Finished,1,200368,Borna Gojo,144,,set 2,2,1,WIN,5,5,1.000,1,5,0.200,6,10,0.600,4,0.148,1,0.037,27,20,0.741,11,31,0.355,31,58,0.534,0.704,15,19,0.789,5,8,0.625,0,0,0.000,1,2,0.500,3,18,0.167,8,13,0.615,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-020,01/01/2023,,Finished,2,200343,Federico Coria,75,,set 2,2,1,LOSE,4,5,0.800,0,5,0.000,4,10,0.400,0,0.000,0,0.000,31,20,0.645,7,27,0.259,27,58,0.466,0.581,15,18,0.833,5,13,0.385,1,2,0.500,0,0,0.000,4,19,0.211,3,8,0.375,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-021,01/01/2023,,Finished,1,200339,Hubert Hurkacz,10,,set 1,1,1,WIN,6,6,1.000,0,6,0.000,6,12,0.500,11,0.289,0,0.000,38,31,0.816,8,38,0.211,39,76,0.513,0.658,23,25,0.920,8,13,0.615,0,0,0.000,0,0,0.000,1,24,0.042,7,14,0.500,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-021,01/01/2023,,Finished,2,200116,Alexander Bublik,37,,set 1,1,1,LOSE,6,6,1.000,0,6,0.000,6,12,0.500,8,0.211,3,0.079,38,30,0.789,7,38,0.184,37,76,0.487,0.632,23,24,0.958,7,14,0.500,0,0,0.000,0,0,0.000,2,25,0.080,5,13,0.385,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-021,01/01/2023,,Finished,1,200339,Hubert Hurkacz,10,,set 2,2,2,LOSE,4,5,0.800,0,5,0.000,4,10,0.400,4,0.121,2,0.061,33,21,0.636,12,37,0.324,33,70,0.471,0.545,15,18,0.833,6,15,0.400,3,4,0.750,0,1,0.000,6,24,0.250,6,13,0.462,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-021,01/01/2023,,Finished,2,200116,Alexander Bublik,37,,set 2,2,2,WIN,5,5,1.000,1,5,0.200,6,10,0.600,5,0.135,3,0.081,37,25,0.676,12,33,0.364,37,70,0.529,0.649,18,24,0.750,7,13,0.538,1,1,1.000,1,4,0.250,3,18,0.167,9,15,0.600,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-021,01/01/2023,,Finished,1,200339,Hubert Hurkacz,10,,set 3,3,1,WIN,5,5,1.000,1,4,0.250,6,9,0.667,3,0.130,2,0.087,23,20,0.870,11,29,0.379,31,52,0.596,0.652,14,15,0.933,6,8,0.750,0,0,0.000,1,3,0.333,5,14,0.357,6,15,0.400,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-021,01/01/2023,,Finished,2,200116,Alexander Bublik,37,,set 3,3,1,LOSE,3,4,0.750,0,5,0.000,3,9,0.333,2,0.069,2,0.069,29,18,0.621,3,23,0.130,21,52,0.404,0.483,9,14,0.643,9,15,0.600,2,3,0.667,0,0,0.000,1,15,0.067,2,8,0.250,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-022,01/01/2023,,Finished,1,200349,Oscar Otte,76,,set 1,1,1,WIN,3,6,0.500,3,6,0.500,6,12,0.500,2,0.048,2,0.048,42,23,0.548,21,43,0.488,44,85,0.518,0.500,13,21,0.619,10,21,0.476,5,8,0.625,3,4,0.750,13,29,0.448,8,14,0.571,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-022,01/01/2023,,Finished,2,201144,Dalibor Svrcina,222,,set 1,1,1,LOSE,3,6,0.500,3,6,0.500,6,12,0.500,0,0.000,1,0.023,43,22,0.512,19,42,0.452,41,85,0.482,0.674,16,29,0.552,6,14,0.429,1,4,0.250,3,8,0.375,8,21,0.381,11,21,0.524,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-022,01/01/2023,,Finished,1,200349,Oscar Otte,76,,set 2,2,1,WIN,3,4,0.750,3,4,0.750,6,8,0.750,5,0.200,0,0.000,25,15,0.600,18,30,0.600,33,55,0.600,0.560,10,14,0.714,5,11,0.455,1,2,0.500,3,3,1.000,9,17,0.529,9,13,0.692,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-022,01/01/2023,,Finished,2,201144,Dalibor Svrcina,222,,set 2,2,1,LOSE,1,4,0.250,1,4,0.250,2,8,0.250,0,0.000,1,0.033,30,12,0.400,10,25,0.400,22,55,0.400,0.567,8,17,0.471,4,13,0.308,0,3,0.000,1,2,0.500,4,14,0.286,6,11,0.545,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-023,01/01/2023,,Finished,1,200045,Thiago Monteiro,71,,set 1,1,2,LOSE,2,4,0.500,1,5,0.200,3,9,0.333,2,0.100,1,0.050,20,11,0.550,6,23,0.261,17,43,0.395,0.850,10,17,0.588,1,3,0.333,1,3,0.333,1,1,1.000,4,19,0.211,2,4,0.500,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-023,01/01/2023,,Finished,2,200054,Casper Ruud,3,,set 1,1,2,WIN,4,5,0.800,2,4,0.500,6,9,0.667,4,0.174,1,0.043,23,17,0.739,9,20,0.450,26,43,0.605,0.826,15,19,0.789,2,4,0.500,0,1,0.000,2,3,0.667,7,17,0.412,2,3,0.667,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-023,01/01/2023,,Finished,1,200045,Thiago Monteiro,71,,set 2,2,2,LOSE,1,4,0.250,1,4,0.250,2,8,0.250,0,0.000,4,0.190,21,8,0.381,11,26,0.423,19,47,0.404,0.476,6,10,0.600,2,11,0.182,0,3,0.000,1,3,0.333,8,17,0.471,3,9,0.333,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-023,01/01/2023,,Finished,2,200054,Casper Ruud,3,,set 2,2,2,WIN,3,4,0.750,3,4,0.750,6,8,0.750,4,0.154,0,0.000,26,15,0.577,13,21,0.619,28,47,0.596,0.654,9,17,0.529,6,9,0.667,2,3,0.667,3,3,1.000,4,10,0.400,9,11,0.818,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-024,01/01/2023,,Finished,1,200473,Zizou Bergs,129,,set 1,1,2,LOSE,2,4,0.500,0,4,0.000,2,8,0.250,2,0.053,2,0.053,38,19,0.500,5,22,0.227,24,60,0.400,0.500,8,19,0.421,11,19,0.579,1,3,0.333,0,2,0.000,4,16,0.250,1,6,0.167,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-024,01/01/2023,,Finished,2,200156,Dimitar Kuzmanov,196,,set 1,1,2,WIN,4,4,1.000,2,4,0.500,6,8,0.750,1,0.045,0,0.000,22,17,0.773,19,38,0.500,36,60,0.600,0.727,12,16,0.750,5,6,0.833,2,2,1.000,2,3,0.667,11,19,0.579,8,19,0.421,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-024,01/01/2023,,Finished,1,200473,Zizou Bergs,129,,set 2,2,2,LOSE,0,3,0.000,0,3,0.000,0,6,0.000,2,0.111,2,0.111,18,5,0.278,10,26,0.385,15,44,0.341,0.667,5,12,0.417,0,6,0.000,1,4,0.250,0,1,0.000,8,17,0.471,2,9,0.222,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-024,01/01/2023,,Finished,2,200156,Dimitar Kuzmanov,196,,set 2,2,2,WIN,3,3,1.000,3,3,1.000,6,6,1.000,1,0.038,0,0.000,26,16,0.615,13,18,0.722,29,44,0.659,0.654,9,17,0.529,7,9,0.778,1,1,1.000,3,4,0.750,7,12,0.583,6,6,1.000,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-025,01/02/2023,,Finished,1,200467,Arthur Rinderknech,44,,set 1,1,2,LOSE,5,6,0.833,1,6,0.167,6,12,0.500,3,0.079,2,0.053,38,23,0.605,5,31,0.161,28,69,0.406,0.632,16,24,0.667,7,14,0.500,1,2,0.500,1,2,0.500,1,18,0.056,4,13,0.308,,
Tennis Stats 2023 ATP Season,2023-205,United Cup,2023,12/29/2022,m,39,Hard,Outdoor,3,2023-205-025,01/02/2023,,Finished,2,200011,Borna Coric,26,,set 1,1,2,WIN,5,6,0.833,1,6,0.167,6,12,0.500,3,0.097,0,0.000,31,26,0.839,15,38,0.395,41,69,0.594,0.581,17,18,0.944,9,13,0.692,1,2,0.500,1,2,0.500,8,24,0.333,7,14,0.500,,
